Uniprot_ID,Query Cover,E value,Per_ident,Acc. Len,Accession  ,,Uniprot_ID,
A0A6M4FQ39,99%,0,65.83,1237,Query_57809,,A0A6M4FQ39,TRUE
A0A6M4FYF8,99%,0,67.83,1233,Query_57810,,A0A6M4FYF8,TRUE
A0A6M4H4A8,99%,0,64.07,1235,Query_57811,,A0A6M4H4A8,TRUE
A0A6M4HEV0,99%,0,64.55,1234,Query_57812,,A0A6M4HEV0,TRUE
A0A6M4IQ44,99%,0,63.8,1232,Query_57813,,A0A6M4IQ44,TRUE
A0A6M5YQ63,95%,0,32.31,1208,Query_57814,,A0A6M5YQ63,TRUE
A0A6M6JUF4,96%,2.00E-172,32.3,1178,Query_57815,,A0A6M6JUF4,TRUE
A0A6M8B8D6,95%,2.00E-174,30.74,1222,Query_57816,,A0A6M8B8D6,TRUE
A0A6M8EBP0,96%,3.00E-152,28.02,1158,Query_57817,,A0A6M8EBP0,TRUE
A0A6M8HSW3,96%,1.00E-159,30.74,1171,Query_57818,,A0A6M8HSW3,TRUE
A0A6M8SQC2,99%,0,63.53,1250,Query_57819,,A0A6M8SQC2,TRUE
A0A6M8UH44,100%,0,87.94,1227,Query_57820,,A0A6M8UH44,TRUE
A0A6M8V7T0,99%,0,58.18,1234,Query_57821,,A0A6M8V7T0,TRUE
A0A6M8VG96,99%,0,59.22,1233,Query_57822,,A0A6M8VG96,TRUE
A0A6M8W6L5,99%,0,64.54,1231,Query_57823,,A0A6M8W6L5,TRUE
A0A6N0HSP7,99%,0,64.41,1228,Query_57824,,A0A6N0HSP7,TRUE
A0A6N1EEC6,96%,6.00E-176,32.24,1189,Query_57825,,A0A6N1EEC6,TRUE
A0A6N1YGR3,99%,0,66.86,1221,Query_57826,,A0A6N1YGR3,TRUE
A0A6N2CKN2,99%,0,57.26,1236,Query_57827,,A0A6N2CKN2,TRUE
A0A6N2D5J1,98%,0,56.87,1218,Query_57828,,A0A6N2D5J1,TRUE
A0A6N2DYK6,96%,0,33.2,1167,Query_57829,,A0A6N2DYK6,TRUE
A0A6N2E9P4,99%,0,58.2,1265,Query_57830,,A0A6N2E9P4,TRUE
A0A6N2EJB2,95%,4.00E-166,29.99,1257,Query_57831,,A0A6N2EJB2,TRUE
A0A6N2SM18,98%,0,49.76,1253,Query_57832,,A0A6N2SM18,TRUE
A0A6N4DLI0,99%,0,62.67,1233,Query_57833,,A0A6N4DLI0,TRUE
A0A6N4TDD3,99%,0,61.61,1249,Query_57834,,A0A6N4TDD3,TRUE
A0A6N4W6R2,99%,0,62.75,1252,Query_57835,,A0A6N4W6R2,TRUE
A0A6N6L072,96%,0,32.7,1148,Query_57836,,A0A6N6L072,TRUE
A0A6N6MWT9,99%,0,61.51,1250,Query_57837,,A0A6N6MWT9,TRUE
A0A6N6PG30,97%,0,53.82,1261,Query_57838,,A0A6N6PG30,TRUE
A0A6N6PKA5,99%,0,54.7,1271,Query_57839,,A0A6N6PKA5,TRUE
A0A6N6Q4I0,99%,0,59.53,1251,Query_57840,,A0A6N6Q4I0,TRUE
A0A6N6SL03,99%,0,58.02,1233,Query_57841,,A0A6N6SL03,TRUE
A0A6N6VNX2,96%,8.00E-177,31.27,1172,Query_57842,,A0A6N6VNX2,TRUE
A0A6N7AG65,96%,0,32.42,1205,Query_57843,,A0A6N7AG65,TRUE
A0A6N7AHF2,95%,3.00E-163,31.94,1150,Query_57844,,A0A6N7AHF2,TRUE
A0A6N7B3D7,99%,0,65.45,1238,Query_57845,,A0A6N7B3D7,TRUE
A0A6N7B9V5,99%,0,60.84,1231,Query_57846,,A0A6N7B9V5,TRUE
A0A6N7CQW9,96%,5.00E-170,32.57,1189,Query_57847,,A0A6N7CQW9,TRUE
A0A6N7E433,99%,0,65.67,1236,Query_57848,,A0A6N7E433,TRUE
A0A6N7EJM2,98%,0,56.7,1210,Query_57849,,A0A6N7EJM2,TRUE
A0A6N7FB87,99%,0,63.81,1228,Query_57850,,A0A6N7FB87,TRUE
A0A6N7FRP3,96%,2.00E-179,32.54,1170,Query_57851,,A0A6N7FRP3,TRUE
A0A6N7G2H4,96%,4.00E-167,32.54,1189,Query_57852,,A0A6N7G2H4,TRUE
A0A6N7GIC1,96%,8.00E-171,30.93,1173,Query_57853,,A0A6N7GIC1,TRUE
A0A6N7H1G4,99%,0,62.74,1245,Query_57854,,A0A6N7H1G4,TRUE
A0A6N7HN19,99%,0,54.94,1211,Query_57855,,A0A6N7HN19,TRUE
A0A6N7I4R0,96%,5.00E-172,31.64,1181,Query_57856,,A0A6N7I4R0,TRUE
A0A6N7I6K2,96%,0,34,1156,Query_57857,,A0A6N7I6K2,TRUE
A0A6N7KX44,96%,0,32.21,1163,Query_57858,,A0A6N7KX44,TRUE
A0A6N7QU64,100%,0,64.72,1233,Query_57859,,A0A6N7QU64,TRUE
A0A6N7YR11,99%,0,54.87,1201,Query_57860,,A0A6N7YR11,TRUE
A0A6N8A3G1,99%,0,61.8,1242,Query_57861,,A0A6N8A3G1,TRUE
A0A6N8AP87,99%,0,67.48,1233,Query_57862,,A0A6N8AP87,TRUE
A0A6N8CT34,96%,0,37.53,1149,Query_57863,,A0A6N8CT34,TRUE
A0A6N8DTP1,99%,0,61.37,1237,Query_57864,,A0A6N8DTP1,TRUE
A0A6N8EAH4,99%,0,65.45,1253,Query_57865,,A0A6N8EAH4,TRUE
A0A6N8GBW4,97%,3.00E-177,32.67,1156,Query_57866,,A0A6N8GBW4,TRUE
A0A6N8UU73,98%,0,59.44,1230,Query_57867,,A0A6N8UU73,TRUE
A0A6N8VC56,96%,0,34.03,1159,Query_57868,,A0A6N8VC56,TRUE
A0A6N8WPQ4,99%,0,58.92,1243,Query_57869,,A0A6N8WPQ4,TRUE
A0A6N8Y6C5,99%,0,56.34,1256,Query_57870,,A0A6N8Y6C5,TRUE
A0A6N8Z2B9,98%,0,36.77,1170,Query_57871,,A0A6N8Z2B9,TRUE
A0A6N8ZL48,99%,0,62.94,1243,Query_57872,,A0A6N8ZL48,TRUE
A0A6N9B2B1,98%,0,59.64,1212,Query_57873,,A0A6N9B2B1,TRUE
A0A6N9CZ81,98%,0,56.58,1209,Query_57874,,A0A6N9CZ81,TRUE
A0A6N9E1I9,99%,0,61.8,1225,Query_57875,,A0A6N9E1I9,TRUE
A0A6N9NHT5,99%,0,59.32,1224,Query_57876,,A0A6N9NHT5,TRUE
A0A6N9PZH4,96%,0,38.25,1146,Query_57877,,A0A6N9PZH4,TRUE
A0A6N9SK99,98%,0,64.43,1230,Query_57878,,A0A6N9SK99,TRUE
A0A6N9TFB2,99%,0,61.33,1265,Query_57879,,A0A6N9TFB2,TRUE
A0A6N9UDE7,96%,0,31.83,1170,Query_57880,,A0A6N9UDE7,TRUE
A0A6N9V2Y9,95%,1.00E-169,30.51,1172,Query_57881,,A0A6N9V2Y9,TRUE
A0A6N9YFX2,96%,9.00E-172,31.57,1183,Query_57882,,A0A6N9YFX2,TRUE
A0A6P0EY43,99%,0,62.59,1269,Query_57883,,A0A6P0EY43,TRUE
A0A6P0HLG3,99%,0,62.86,1242,Query_57884,,A0A6P0HLG3,TRUE
A0A6P0KBV7,95%,0,31.64,1188,Query_57885,,A0A6P0KBV7,TRUE
A0A6P0L9K3,95%,0,31.74,1203,Query_57886,,A0A6P0L9K3,TRUE
A0A6P0MRA7,95%,0,30.81,1185,Query_57887,,A0A6P0MRA7,TRUE
A0A6P0QF91,95%,0,31.31,1184,Query_57888,,A0A6P0QF91,TRUE
A0A6P0T8L0,95%,9.00E-179,30.59,1214,Query_57889,,A0A6P0T8L0,TRUE
A0A6P0ZJE9,95%,1.00E-179,31.2,1174,Query_57890,,A0A6P0ZJE9,TRUE
A0A6P1ACL9,96%,0,31.14,1194,Query_57891,,A0A6P1ACL9,TRUE
A0A6P1AS35,96%,0,37.63,1150,Query_57892,,A0A6P1AS35,TRUE
A0A6P1DP07,99%,0,66.22,1251,Query_57893,,A0A6P1DP07,TRUE
A0A6P1HVB2,96%,0,32.98,1189,Query_57894,,A0A6P1HVB2,TRUE
A0A6P1KFM2,96%,0,31.3,1175,Query_57895,,A0A6P1KFM2,TRUE
A0A6P1M3L1,96%,6.00E-148,30.2,1141,Query_57896,,A0A6P1M3L1,TRUE
A0A6P1U8P8,99%,0,62.67,1265,Query_57897,,A0A6P1U8P8,TRUE
A0A6P1YIS5,99%,0,63.8,1248,Query_57898,,A0A6P1YIS5,TRUE
A0A6P1ZY14,95%,0,31.4,1178,Query_57899,,A0A6P1ZY14,TRUE
A0A6P2A8R6,99%,0,67.28,1264,Query_57900,,A0A6P2A8R6,TRUE
A0A6P2AFI0,96%,0,31.88,1184,Query_57901,,A0A6P2AFI0,TRUE
A0A6P2AMU6,96%,0,33.72,1174,Query_57902,,A0A6P2AMU6,TRUE
A0A6P2ATP5,96%,1.00E-169,30.83,1189,Query_57903,,A0A6P2ATP5,TRUE
A0A6P2B3B4,96%,0,33.9,1193,Query_57904,,A0A6P2B3B4,TRUE
A0A6P2BFM6,99%,0,64.91,1236,Query_57905,,A0A6P2BFM6,TRUE
A0A6P2BP84,96%,4.00E-169,32.18,1175,Query_57906,,A0A6P2BP84,TRUE
A0A6P2DIM6,96%,0,31.94,1199,Query_57907,,A0A6P2DIM6,TRUE
A0A6P3FJB6,99%,0,53.79,1265,Query_57908,,A0A6P3FJB6,TRUE
A0A6P3VEI8,99%,0,53.46,1264,Query_57909,,A0A6P3VEI8,TRUE
A0A6P6XP38,99%,0,51.96,1252,Query_57910,,A0A6P6XP38,TRUE
A0A6P7KG05,99%,0,55.14,1273,Query_57911,,A0A6P7KG05,TRUE
A0A6P7LC63,99%,0,54.86,1277,Query_57912,,A0A6P7LC63,TRUE
A0A6P7WBJ6,98%,0,52.89,1275,Query_57913,,A0A6P7WBJ6,TRUE
A0A6P8IJ19,99%,0,54.27,1265,Query_57914,,A0A6P8IJ19,TRUE
A0A6P8QYQ0,99%,0,53.51,1268,Query_57915,,A0A6P8QYQ0,TRUE
A0A6P8U287,99%,0,54.89,1269,Query_57916,,A0A6P8U287,TRUE
A0A6Q2XT27,99%,0,53.57,1220,Query_57917,,A0A6Q2XT27,TRUE
A0A6S6RWD4,99%,0,65.56,1242,Query_57918,,A0A6S6RWD4,TRUE
A0A6S6SFD4,97%,2.00E-160,29.8,1196,Query_57919,,A0A6S6SFD4,TRUE
A0A6S6SLD8,96%,3.00E-154,28.05,1168,Query_57920,,A0A6S6SLD8,TRUE
A0A6S6TA37,97%,9.00E-161,29.31,1178,Query_57921,,A0A6S6TA37,TRUE
A0A6S6TGZ8,97%,6.00E-159,29.63,1169,Query_57922,,A0A6S6TGZ8,TRUE
A0A6S6TIS6,99%,0,60.13,1239,Query_57923,,A0A6S6TIS6,TRUE
A0A6S6TIZ1,99%,0,65.92,1246,Query_57924,,A0A6S6TIZ1,TRUE
A0A6V8LE45,96%,2.00E-174,31.01,1172,Query_57925,,A0A6V8LE45,TRUE
A0A6V8MKP2,96%,0,37.39,1153,Query_57926,,A0A6V8MKP2,TRUE
A0A6V8SMY3,98%,0,53.15,1221,Query_57927,,A0A6V8SMY3,TRUE
A0A7C0VLB7,99%,0,55.4,1232,Query_57928,,A0A7C0VLB7,TRUE
A0A7C1C0A6,99%,0,57.57,1226,Query_57929,,A0A7C1C0A6,TRUE
A0A7C1CVR0,99%,0,54.38,1223,Query_57930,,A0A7C1CVR0,TRUE
A0A7C1F4Y1,97%,3.00E-175,32.66,1193,Query_57931,,A0A7C1F4Y1,TRUE
A0A7C1G5K4,97%,0,34.39,1183,Query_57932,,A0A7C1G5K4,TRUE
A0A7C1KH43,96%,0,32.57,1188,Query_57933,,A0A7C1KH43,TRUE
A0A7C1TY34,100%,0,64.88,1242,Query_57934,,A0A7C1TY34,TRUE
A0A7C1UIL1,96%,0,33.31,1163,Query_57935,,A0A7C1UIL1,TRUE
A0A7C1VE12,100%,0,67.18,1233,Query_57936,,A0A7C1VE12,TRUE
A0A7C1VFB9,99%,0,57.89,1239,Query_57937,,A0A7C1VFB9,TRUE
A0A7C1XV27,99%,0,65.65,1239,Query_57938,,A0A7C1XV27,TRUE
A0A7C1XXK8,99%,0,65.89,1251,Query_57939,,A0A7C1XXK8,TRUE
A0A7C1YQB8,99%,0,64.58,1225,Query_57940,,A0A7C1YQB8,TRUE
A0A7C1Z4J3,99%,0,63.08,1234,Query_57941,,A0A7C1Z4J3,TRUE
A0A7C2C316,96%,3.00E-175,32.2,1185,Query_57942,,A0A7C2C316,TRUE
A0A7C2EHL9,96%,0,35.78,1184,Query_57943,,A0A7C2EHL9,TRUE
A0A7C2EX29,96%,0,32.45,1154,Query_57944,,A0A7C2EX29,TRUE
A0A7C2HQT4,96%,0,35.37,1179,Query_57945,,A0A7C2HQT4,TRUE
A0A7C2HRD7,99%,0,56.19,1235,Query_57946,,A0A7C2HRD7,TRUE
A0A7C2LJH8,96%,0,33.11,1152,Query_57947,,A0A7C2LJH8,TRUE
A0A7C2NFM5,99%,0,56.14,1225,Query_57948,,A0A7C2NFM5,TRUE
A0A7C2Q1R4,96%,1.00E-173,30.38,1168,Query_57949,,A0A7C2Q1R4,TRUE
A0A7C2QNW1,96%,0,34.27,1157,Query_57950,,A0A7C2QNW1,TRUE
A0A7C2QX03,99%,0,56.58,1226,Query_57951,,A0A7C2QX03,TRUE
A0A7C2TE86,96%,0,32.98,1181,Query_57952,,A0A7C2TE86,TRUE
A0A7C2TZQ2,96%,0,31.73,1153,Query_57953,,A0A7C2TZQ2,TRUE
A0A7C2U712,97%,0,35.44,1178,Query_57954,,A0A7C2U712,TRUE
A0A7C2UKS2,99%,0,61.15,1232,Query_57955,,A0A7C2UKS2,TRUE
A0A7C3CJH1,99%,0,66.56,1235,Query_57956,,A0A7C3CJH1,TRUE
A0A7C3EZ27,99%,0,56.22,1230,Query_57957,,A0A7C3EZ27,TRUE
A0A7C3F5Z7,96%,1.00E-178,31.07,1154,Query_57958,,A0A7C3F5Z7,TRUE
A0A7C3GUA8,96%,0,32.68,1183,Query_57959,,A0A7C3GUA8,TRUE
A0A7C3HCR6,96%,0,35.51,1179,Query_57960,,A0A7C3HCR6,TRUE
A0A7C3IV14,97%,0,37.13,1180,Query_57961,,A0A7C3IV14,TRUE
A0A7C3JD68,96%,0,33.83,1183,Query_57962,,A0A7C3JD68,TRUE
A0A7C3KFK3,95%,9.00E-177,31.36,1204,Query_57963,,A0A7C3KFK3,TRUE
A0A7C3NKI9,99%,0,56.32,1233,Query_57964,,A0A7C3NKI9,TRUE
A0A7C3NNV5,99%,0,60.7,1232,Query_57965,,A0A7C3NNV5,TRUE
A0A7C3PBD9,96%,2.00E-170,32.14,1184,Query_57966,,A0A7C3PBD9,TRUE
A0A7C3RXC9,97%,0,37.73,1171,Query_57967,,A0A7C3RXC9,TRUE
A0A7C3S538,96%,0,32.83,1154,Query_57968,,A0A7C3S538,TRUE
A0A7C3STF6,96%,4.00E-123,26.79,1215,Query_57969,,A0A7C3STF6,TRUE
A0A7C3ZJP6,95%,6.00E-175,30.45,1214,Query_57970,,A0A7C3ZJP6,TRUE
A0A7C4IFH6,99%,0,53.81,1220,Query_57971,,A0A7C4IFH6,TRUE
A0A7C4IFZ4,95%,0,32.11,1148,Query_57972,,A0A7C4IFZ4,TRUE
A0A7C4JTZ0,98%,0,60.72,1235,Query_57973,,A0A7C4JTZ0,TRUE
A0A7C4LQ62,98%,0,58.04,1277,Query_57974,,A0A7C4LQ62,TRUE
A0A7C4NZT3,99%,0,54.88,1223,Query_57975,,A0A7C4NZT3,TRUE
A0A7C4P8Q6,99%,0,52.83,1230,Query_57976,,A0A7C4P8Q6,TRUE
A0A7C4PRC1,99%,0,58.56,1263,Query_57977,,A0A7C4PRC1,TRUE
A0A7C4QWW7,99%,0,54.28,1258,Query_57978,,A0A7C4QWW7,TRUE
A0A7C4T9Y6,98%,0,58.89,1226,Query_57979,,A0A7C4T9Y6,TRUE
A0A7C4YIW7,96%,0,32.81,1177,Query_57980,,A0A7C4YIW7,TRUE
A0A7C4YN46,96%,8.00E-121,25.9,1206,Query_57981,,A0A7C4YN46,TRUE
A0A7C4ZCC9,93%,0,32.96,1127,Query_57982,,A0A7C4ZCC9,TRUE
A0A7C5C0F9,98%,0,51.81,1246,Query_57983,,A0A7C5C0F9,TRUE
A0A7C5CZT3,99%,0,47.68,1248,Query_57984,,A0A7C5CZT3,TRUE
A0A7C5EEH2,98%,0,56.86,1214,Query_57985,,A0A7C5EEH2,TRUE
A0A7C5EFE5,96%,0,33.39,1179,Query_57986,,A0A7C5EFE5,TRUE
A0A7C5G9F8,99%,0,56.19,1234,Query_57987,,A0A7C5G9F8,TRUE
A0A7C5GQV9,99%,0,65.08,1247,Query_57988,,A0A7C5GQV9,TRUE
A0A7C5KMK9,96%,0,33.53,1242,Query_57989,,A0A7C5KMK9,TRUE
A0A7C5L5P3,98%,0,60.56,1221,Query_57990,,A0A7C5L5P3,TRUE
A0A7C5LLX1,96%,0,35.63,1122,Query_57991,,A0A7C5LLX1,TRUE
A0A7C5PZC3,99%,0,68.73,1231,Query_57992,,A0A7C5PZC3,TRUE
A0A7C6A2Q4,96%,0,36.72,1178,Query_57993,,A0A7C6A2Q4,TRUE
A0A7C6C8P6,99%,0,53.98,1230,Query_57994,,A0A7C6C8P6,TRUE
A0A7C6DZB6,96%,1.00E-176,32.22,1189,Query_57995,,A0A7C6DZB6,TRUE
A0A7C6HSW6,99%,0,61.8,1261,Query_57996,,A0A7C6HSW6,TRUE
A0A7C6IBS4,96%,6.00E-167,32.62,1186,Query_57997,,A0A7C6IBS4,TRUE
A0A7C6JN17,98%,0,51.59,1224,Query_57998,,A0A7C6JN17,TRUE
A0A7C6KSX4,88%,0,39.61,1220,Query_57999,,A0A7C6KSX4,TRUE
A0A7C6NJ14,96%,0,40.38,1162,Query_58000,,A0A7C6NJ14,TRUE
A0A7C6NLP2,98%,0,60.24,1260,Query_58001,,A0A7C6NLP2,TRUE
A0A7C6PLH6,99%,0,61.75,1224,Query_58002,,A0A7C6PLH6,TRUE
A0A7C7BXE2,99%,0,64.83,1228,Query_58003,,A0A7C7BXE2,TRUE
A0A7C7NM54,99%,0,55.71,1217,Query_58004,,A0A7C7NM54,TRUE
A0A7C7NWL5,96%,0,61.6,1177,Query_58005,,A0A7C7NWL5,TRUE
A0A7C7RB09,96%,0,33.01,1196,Query_58006,,A0A7C7RB09,TRUE
A0A7C7S766,96%,0,36.99,1153,Query_58007,,A0A7C7S766,TRUE
A0A7C7SXX7,99%,0,54.48,1235,Query_58008,,A0A7C7SXX7,TRUE
A0A7C7TXW6,98%,0,60.9,1235,Query_58009,,A0A7C7TXW6,TRUE
A0A7C7U5R5,99%,0,58.84,1229,Query_58010,,A0A7C7U5R5,TRUE
A0A7C7VY88,96%,0,34.1,1166,Query_58011,,A0A7C7VY88,TRUE
A0A7C7YGV5,99%,0,58.39,1225,Query_58012,,A0A7C7YGV5,TRUE
A0A7C7YPW9,96%,0,35.66,1171,Query_58013,,A0A7C7YPW9,TRUE
A0A7C8D000,99%,0,54.55,1236,Query_58014,,A0A7C8D000,TRUE
A0A7C8DQW2,99%,0,55.98,1233,Query_58015,,A0A7C8DQW2,TRUE
A0A7C8F3F6,96%,0,36.01,1151,Query_58016,,A0A7C8F3F6,TRUE
A0A7C8F8T1,96%,0,37.52,1151,Query_58017,,A0A7C8F8T1,TRUE
A0A7C9FXC9,99%,0,59.46,1271,Query_58018,,A0A7C9FXC9,TRUE
A0A7C9HQL4,99%,0,57.93,1265,Query_58019,,A0A7C9HQL4,TRUE
A0A7C9KRI4,98%,0,58.33,1248,Query_58020,,A0A7C9KRI4,TRUE
A0A7C9PZZ9,95%,0,31.52,1215,Query_58021,,A0A7C9PZZ9,TRUE
A0A7C9QUD8,96%,2.00E-169,31.42,1159,Query_58022,,A0A7C9QUD8,TRUE
A0A7D3WQS0,92%,0,60.12,1212,Query_58023,,A0A7D3WQS0,TRUE
A0A7D3XPZ3,96%,0,39.15,1157,Query_58024,,A0A7D3XPZ3,TRUE
A0A7D4PRF5,96%,2.00E-170,31.3,1180,Query_58025,,A0A7D4PRF5,TRUE
A0A7D4QAD7,99%,0,59.29,1246,Query_58026,,A0A7D4QAD7,TRUE
A0A7D7VFB2,99%,0,53.53,1240,Query_58027,,A0A7D7VFB2,TRUE
A0A7D8UC46,99%,0,55.06,1233,Query_58028,,A0A7D8UC46,TRUE
A0A7D8YIL1,95%,9.00E-168,30.98,1176,Query_58029,,A0A7D8YIL1,TRUE
A0A7E4V8H0,99%,0,50.92,1260,Query_58030,,A0A7E4V8H0,TRUE
A0A7F8R7I3,83%,0,54.17,1174,Query_58031,,A0A7F8R7I3,TRUE
A0A7G1PDE0,96%,1.00E-180,31.44,1175,Query_58032,,A0A7G1PDE0,TRUE
A0A7G5FFB8,96%,5.00E-170,31.77,1174,Query_58033,,A0A7G5FFB8,TRUE
A0A7G5LQA4,99%,0,60.98,1247,Query_58034,,A0A7G5LQA4,TRUE
A0A7G6SK35,99%,0,62.26,1258,Query_58035,,A0A7G6SK35,TRUE
A0A7G6YSH7,98%,0,60.9,1237,Query_58036,,A0A7G6YSH7,TRUE
A0A7G7KR04,95%,2.00E-175,31.81,1201,Query_58037,,A0A7G7KR04,TRUE
A0A7G8EMA9,95%,4.00E-173,31.62,1201,Query_58038,,A0A7G8EMA9,TRUE
A0A7G8WJA0,99%,0,53.88,1214,Query_58039,,A0A7G8WJA0,TRUE
A0A7G9BLI1,99%,0,59.82,1230,Query_58040,,A0A7G9BLI1,TRUE
A0A7G9P5C4,95%,5.00E-166,30.41,1155,Query_58041,,A0A7G9P5C4,TRUE
A0A7G9RAY7,99%,0,62.23,1265,Query_58042,,A0A7G9RAY7,TRUE
A0A7H0HPK3,96%,0,32.01,1170,Query_58043,,A0A7H0HPK3,TRUE
A0A7H0NS79,96%,2.00E-175,30.61,1170,Query_58044,,A0A7H0NS79,TRUE
A0A7H1BKK3,96%,4.00E-174,31.46,1156,Query_58045,,A0A7H1BKK3,TRUE
A0A7H1NQZ0,96%,1.00E-174,31.15,1169,Query_58046,,A0A7H1NQZ0,TRUE
A0A7H1Q7T4,96%,0,31.95,1171,Query_58047,,A0A7H1Q7T4,TRUE
A0A7H1QCX4,96%,0,33,1149,Query_58048,,A0A7H1QCX4,TRUE
A0A7H5ETN3,99%,0,60.27,1258,Query_58049,,A0A7H5ETN3,TRUE
A0A7H8IUP1,96%,1.00E-179,32.13,1175,Query_58050,,A0A7H8IUP1,TRUE
A0A7H8JNN3,96%,0,31.61,1172,Query_58051,,A0A7H8JNN3,TRUE
A0A7H8NFA7,96%,0,31.95,1169,Query_58052,,A0A7H8NFA7,TRUE
A0A7H9A0G4,96%,6.00E-176,30.71,1170,Query_58053,,A0A7H9A0G4,TRUE
A0KFD9,99%,0,74.8,1227,Query_58054,,A0KFD9,TRUE
A0L0D7,99%,0,66.16,1244,Query_58055,,A0L0D7,TRUE
A0LDY2,99%,0,60.39,1220,Query_58056,,A0LDY2,TRUE
A0LU36,97%,0,33.17,1158,Query_58057,,A0LU36,TRUE
A0P544,99%,0,57.5,1254,Query_58058,,A0P544,TRUE
A0YB18,99%,0,62.71,1229,Query_58059,,A0YB18,TRUE
A0YZR2,95%,0,31.5,1191,Query_58060,,A0YZR2,TRUE
A1B3D4,99%,0,60.45,1250,Query_58061,,A1B3D4,TRUE
A1BI87,99%,0,58.89,1249,Query_58062,,A1BI87,TRUE
A1JRW4,99%,0,87.03,1231,Query_58063,,A1JRW4,TRUE
A1KBY6,99%,0,62.59,1233,Query_58064,,A1KBY6,TRUE
A1SJZ9,99%,0,61.78,1244,Query_58065,,A1SJZ9,TRUE
A1SR72,99%,0,70.75,1227,Query_58066,,A1SR72,TRUE
A1WZ06,100%,0,62.35,1228,Query_58067,,A1WZ06,TRUE
A1ZT30,99%,0,59.33,1250,Query_58068,,A1ZT30,TRUE
A2AXF3,96%,4.00E-175,31.28,1167,Query_58069,,A2AXF3,TRUE
A2BR57,96%,5.00E-162,30.29,1188,Query_58070,,A2BR57,TRUE
A2BWK5,95%,3.00E-161,29.89,1187,Query_58071,,A2BWK5,TRUE
A2C254,95%,1.00E-166,30.13,1182,Query_58072,,A2C254,TRUE
A2C9S5,96%,2.00E-159,29.44,1214,Query_58073,,A2C9S5,TRUE
A3IWD3,95%,0,31.59,1193,Query_58074,,A3IWD3,TRUE
A3Y840,99%,0,67.37,1245,Query_58075,,A3Y840,TRUE
A3YZM5,95%,5.00E-167,31.22,1221,Query_58076,,A3YZM5,TRUE
A3Z6R5,95%,2.00E-175,31.98,1208,Query_58077,,A3Z6R5,TRUE
A3ZUI9,99%,0,58.58,1239,Query_58078,,A3ZUI9,TRUE
A4A4H1,98%,0,61.82,1221,Query_58079,,A4A4H1,TRUE
A4BC32,99%,0,65.12,1227,Query_58080,,A4BC32,TRUE
A4BNK6,100%,0,63.07,1233,Query_58081,,A4BNK6,TRUE
A4CPQ9,98%,0,58.76,1228,Query_58082,,A4CPQ9,TRUE
A4FGJ4,96%,3.00E-176,32.12,1189,Query_58083,,A4FGJ4,TRUE
A4G1H3,99%,0,61.4,1252,Query_58084,,A4G1H3,TRUE
A4H4V2,99%,0,52.04,1249,Query_58085,,A4H4V2,TRUE
A4IKZ9,96%,0,38.92,1136,Query_58086,,A4IKZ9,TRUE
A4RUZ2,98%,0,54.12,1252,Query_58087,,A4RUZ2,TRUE
A4VLN1,99%,0,66.48,1230,Query_58088,,A4VLN1,TRUE
A5CWS5,99%,0,60.38,1226,Query_58089,,A5CWS5,TRUE
A5GL88,95%,1.00E-172,31.41,1205,Query_58090,,A5GL88,TRUE
A6DGP4,96%,2.00E-117,26.53,1204,Query_58091,,A6DGP4,TRUE
A6FWT9,99%,0,57.12,1251,Query_58092,,A6FWT9,TRUE
A6GN35,99%,0,60.45,1264,Query_58093,,A6GN35,TRUE
A6H5Y3,99%,0,53.23,1253,Query_58094,,A6H5Y3,TRUE
A6Q2F4,96%,3.00E-168,31.92,1148,Query_58095,,A6Q2F4,TRUE
A6QBA6,96%,1.00E-155,29.16,1169,Query_58096,,A6QBA6,TRUE
A7H6G1,96%,4.00E-180,34.19,1149,Query_58097,,A7H6G1,TRUE
A7NQR8,97%,1.00E-173,31.68,1208,Query_58098,,A7NQR8,TRUE
A7SKT1,98%,0,51.29,1178,Query_58099,,A7SKT1,TRUE
A8ER28,96%,3.00E-154,28.71,1159,Query_58100,,A8ER28,TRUE
A8FZS0,99%,0,65.43,1252,Query_58101,,A8FZS0,TRUE
A8HVP5,99%,0,63.05,1248,Query_58102,,A8HVP5,TRUE
A8HYR2,98%,0,54.26,1242,Query_58103,,A8HYR2,TRUE
A8M267,96%,2.00E-170,31.32,1171,Query_58104,,A8M267,TRUE
A9B073,97%,0,31.19,1180,Query_58105,,A9B073,TRUE
A9BAF6,95%,1.00E-177,30.45,1191,Query_58106,,A9BAF6,TRUE
A9G8T0,99%,0,56.48,1259,Query_58107,,A9G8T0,TRUE
A9H4J4,97%,4.00E-179,32.14,1168,Query_58108,,A9H4J4,TRUE
A9V1Z5,100%,0,54.88,1268,Query_58109,,A9V1Z5,TRUE
A9WDH2,96%,8.00E-179,32.77,1197,Query_58110,,A9WDH2,TRUE
B0C433,95%,0,31.84,1198,Query_58111,,B0C433,TRUE
B0CN36,93%,3.00E-171,31.49,1127,Query_58112,,B0CN36,TRUE
B0JFV5,95%,0,33.09,1187,Query_58113,,B0JFV5,TRUE
B0LJ01,95%,2.00E-177,31.97,1133,Query_58114,,B0LJ01,TRUE
B0N048,99%,0,50.2,1211,Query_58115,,B0N048,TRUE
B0SU32,98%,0,56.83,1250,Query_58116,,B0SU32,TRUE
